URL,ID,Name,Subtitle,Icon URL,Average User Rating,User Rating Count,Price,In-app Purchases,Description,Developer,Age Rating,Languages,Size,Primary Genre,Genres,Original Release Date,Current Version Release Date
https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,4,3553,2.99,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",15853568,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
https://apps.apple.com/us/app/reversi/id284926400,284926400,Reversi,,https://is4-ssl.mzstatic.com/image/thumb/Purple128/v4/f7/e8/10/f7e810c8-72b4-cd85-e2d3-fbcb1e3ef381/source/512x512bb.jpg,3.5,284,1.99,,"The classic game of Reversi, also known as Othello, is a much-loved strategy board game. It is often described as taking only a minute to learn but a lifetime to master. Each game only takes a few minutes, making it ideal for your iPhone or iPod Touch. It can be played by all ages. This continues to be one of the most sought-after versions of the game for the natural AI when playing against the CPU and the refreshing, crisp graphics.\n\nFEATURES:\n\n- One or two player mode\n- Six levels of difficulty from beginner to guru\n- Each level has its own style of play\n- Strong computer opponent at higher levels\n- Fast computer play!\n- Option for suggestions to help improve your game play\n- Four gorgeously styled boards\n- Unlimited undo and redo\n- Scoreboard\n- Auto-save game in progress\n- Can listen to your iPod whilst playing\n\n""There are several free Reversi games in the app store, but none have the breadth of options or depth of AI of this paid version. AppCraver looks forward to seeing what developer Kiss The Machine comes up with next"" - www.appcraver.com\n\n""For those who are serious about playing Reversi and want a serious AI challenge get this one"" - mrbass.org best iPhone and iPod Touch games",Kiss The Machine,4+,EN,12328960,Games,"Games, Strategy, Board",11/07/2008,17/05/2018
https://apps.apple.com/us/app/morocco/id284946595,284946595,Morocco,,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/98/b2/41/98b241cc-29b7-5f67-0060-1e030f35562f/source/512x512bb.jpg,3,8376,0,,Play the classic strategy game Othello (also known as Reversi) on your iPhone or iPod Touch. The object is to finish the game with more of your pieces on the board than your opponent.\n\nFEATURES\n\n- Play against the iPhone or against another person.\n- Three difficulty levels allow for casual play while still providing a challenge to experienced players.\n- Option to show (or hide) the current legal moves. Very useful when learning to play.\n- Option to turn on or off disc flipping animations. \n- Automatically saves the game when you leave so you can pick it back up later.,Bayou Games,4+,EN,674816,Games,"Games, Board, Strategy",11/07/2008,5/09/2017
https://apps.apple.com/us/app/sudoku-free/id285755462,285755462,Sudoku (Free),,https://is3-ssl.mzstatic.com/image/thumb/Purple117/v4/64/da/aa/64daaaa4-40b5-9e9f-9d60-b936b5d2f3ca/source/512x512bb.jpg,3.5,190394,0,,"Top 100 free app for over a year.\nRated ""Best Sudoku Game of the Year"" by Apple.\nRated #9 Game of the Year by Apple.\nRated #24 App of the Year by Apple with over 10,000 apps competing!\n\nWith unique handcrafted puzzles across four different skill levels, Sudoku (Free) is a great introduction to the fun and puzzle solving challenge of Sudoku.\n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 Multiple color schemes\n\u2022 Unique handcrafted puzzles\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 ALL puzzles are solvable WITHOUT guessing\n\u2022 4 color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Look for our paid edition of Sudoku with 800 puzzles and more unique color schemes.  \n* Or try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",21552128,Games,"Games, Strategy, Puzzle",23/07/2008,30/05/2017
https://apps.apple.com/us/app/senet-deluxe/id285831220,285831220,Senet Deluxe,,https://is1-ssl.mzstatic.com/image/thumb/Purple118/v4/ab/2d/cf/ab2dcfe6-2178-6f74-2d42-0b6db66fc7e0/source/512x512bb.jpg,3.5,28,2.99,,"""Senet Deluxe - The Ancient Game of Life and Afterlife\n\nSenet is an ancient Egyptian race game and the predecessor of our modern Backgammon. The oldest known form of the game is shown in a painting from the tomb of Hesy (circa 2686-2613 BCE). Many pictures of the game and artifacts have been discovered and are displayed in Museums around the world. The commonness of these finds indicates that the game was very popular in its time.\n\nThe main adversaries in Senet are the Spools and the Pyramids. These pawns follow a path from their start positions to the House of Horus in an inverted 'S'. The player moving all of his pawns off the board first wins. Fields on the Senet board are called houses. Some of these have special significance and are adorned with icons like the Ankh symbol. Instead of dice flattened sticks are used. Each stick has a bright side and a dark side. Every bright side is a point. If only dark sides are showing the player is awarded 5 points. When a 1, 4, or 5 is thrown the player gets another turn.\n\nWhen moving into a field occupied by an opponent, the pieces switch places. If, however, the opponent's pawn is part of a row of two or more, it cannot be beaten. It is possible to 'jump' over an opponent if it isn't part of a row of 3 pieces or more. 3 pieces are considered a block and are an important strategic tool.\n\nThrough symbology Senet hints at the afterlife as seen from an Egyptian point of view. If one's piece is beaten on one of the last three fields or the jump over the House of Water is not successful one moves back to the house of Rebirth. In such the game alludes to reincarnation and the journey of the dead.\n\nSenet Deluxe is a truly unique strategy game. It features great animation, a soundtrack, an intelligent adversary, enforceable backwards moves, highlighting for acceptable moves, game statistics and online help. Be prepared to spend many hours with the most popular game of the antiquity.\n\nFor more screenshots and several videos of the application in action, please visit the website indicated below.""",RoGame Software,4+,"DA, NL, EN, FR, DE, EL, IT, JA, KO, NO, PT, RU, ZH, ES, SV",34689024,Games,"Games, Strategy, Board, Education",18/07/2008,22/07/2018
https://apps.apple.com/us/app/sudoku-classic-number-puzzle/id286210009,286210009,Sudoku - Classic number puzzle,Original brain training,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/69/92/8a/69928a8c-fbb4-a973-8e19-75dabba0c6a1/source/512x512bb.jpg,3,47,0,1.99,"Sudoku will tease your brain, challenge you or allow you to unwind and relax. With the easiest interface, it will give you the perfect Sudoku experience. Big numbers, a straight-forward toolbar for the actions you will use the most, plus all the options to personalise your game. Choose your level, from easy to expert, have your mistakes counted and duplicated numbers highlighted or choose the \u201cPro Mode\u201d to have no help in solving your puzzle. Get hints whenever you are stuck and \u201cpencil in\u201d your notes or erase entries.\n \nChoose among 3 themes for the look of your board: the white and elegant, for a light, modern look; the blue for a touch of originality or the dark theme, best for low light environments or to relax even more.\n \nTo relax or challenge yourself, for your time out or for a bit of brain training, Sudoku is the game for you. \n \nFeatures of Sudoku:\n- Get a new puzzle every time. Sudoku has thousands of different boards for you, all with a unique solution.\n- Challenge yourself with 4 difficulty levels: for beginners and experts alike.\n- Use the Hints whenever you need a little help getting through the puzzle.\n- Make the most of the \u201cPencil Mode\u201d, taking notes of all the possible numbers that could go in a cell.\n- Duplicated numbers in a column, row or block will be highlighted for you to avoid repetitions.\n- Erase a number or undo a move easily.\n- Go \u201cPro\u201d to play as if you had pen and paper. No mistakes will be counted for you, no duplicates will be highlighted. It\u2019s just you and your puzzle.\n- Choose one of the amazing 3 themes: paperwhite, dark (ideal for playing with less light) and original blue.\n- Unlock fun achievements. Can you finish a game in 30 seconds or solve a puzzle without undos? Additional challenges for additional fun.\n- Worldwide Leaderboard to compete with players of Sudoku from all over the world.\n \nTake this amazing brain training with you anywhere, anytime. Download it now and start playing the classic logic puzzles with numbers straight away. Free.\n\nIf you have a critic, suggestion or just want to say ""hi"" please write us: support@outofthebit.com\n\nFollow us on social media:\nFacebook/outofthebit\nTwitter: @outofthebit",OutOfTheBit Ltd,4+,EN,48672768,Games,"Games, Entertainment, Strategy, Puzzle",30/07/2008,29/04/2019
https://apps.apple.com/us/app/gravitation/id286313771,286313771,Gravitation,,https://is5-ssl.mzstatic.com/image/thumb/Purple/v4/02/c3/17/02c317af-53ad-75f0-e375-4271ff271deb/source/512x512bb.jpg,2.5,35,0,,"""Gravitation is a new implementation of the puzzle strategy game, specifically written to take advantage of iOS 3D accelerators.\n\nIn this new version, as you rotate your device, the ball's will 'fall' whichever direction is currently down.  By rotating the screen, you can change the layout of the balls as they fall to the new bottom.  The more balls of the same color that are connected, the higher the points you get.\n\nGame Center support shows the scores of you, your friends and all players. \n\nGravitation will remember its position if it is interrupted.   Multiple player names may be entered.\n\nSupport for English, French, Italian, Spanish, Portuguese, Japanese and Chinese is included.""",Robert Farnum,4+,,6328320,Games,"Games, Entertainment, Puzzle, Strategy",30/07/2008,14/11/2013
https://apps.apple.com/us/app/colony/id286363959,286363959,Colony,,https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/03/be/82/03be82a1-8a91-7610-f60d-4b1c51ca12a8/source/512x512bb.jpg,2.5,125,0.99,,"""50 levels of addictive puzzling strategy fun! Play against your device or another player, taking it in turns to place triangular pieces on the board to fill up hexagons. When a hexagon has as many pieces within it as it has hexagons touching it, it explodes and sends its pieces to those hexagons, 'colonising' them and making them your own.\n\nGain bonuses by setting off chain reactions of explosions!\n\nOnce you've colonised the required percentage of hexagons for that level, you win and advance to the next level.\n\nPlan your game wisely, as one wrong move can really turn the tables!\n\nFeatures:\n- 1-player and 2-player modes\n- 50 levels!\n- Hi-scores\n- Special bonus hexagons\n- Random boards\n- Levels grow in difficulty\n- Resume a saved game\n- Start at any level you've previously reached in a 1-player game""",Chris Haynes,4+,EN,64333824,Games,"Games, Strategy, Board",3/08/2008,3/10/2018
https://apps.apple.com/us/app/carte/id286566987,286566987,Carte,,https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/44/21/9d/44219d29-94e1-3ccd-59dc-ab9c81b8b18a/source/512x512bb.jpg,2.5,44,0,,"""Jeu simple qui consiste \xe0 trouver comment retourner 6 cartes en suivant la r\xe8gle.\n- Click sur une carte retournera la seconde suivante.\n- Une carte retourn\xe9e n'est plus clickable.\n\nExemple : click sur la carte 1 retournera la carte 3\nTrouverez vous comment retourner au moins 6 cartes ?\n\nLe tirage des cartes est al\xe9atoire.\nJeu simple de strat\xe9gie adapt\xe9 aux enfants.\n\n\xa2 Pautex JF, NANCY 2010-2017""",Jean-Francois Pautex,4+,FR,2657280,Games,"Games, Strategy, Board, Entertainment",3/08/2008,23/11/2017
https://apps.apple.com/us/app/barrels-o-fun/id286682679,286682679,"""Barrels O' Fun""",,https://is4-ssl.mzstatic.com/image/thumb/Purple/v4/4a/b8/cd/4ab8cd35-6025-ccba-bb8b-44882dda46c2/source/512x512bb.jpg,2.5,184,0,,"Barrels O\u2019 Fun is a simple but challenging solitaire game where you match barrels to clear the board before time runs out.  The faster you are, the higher your score.\n\nFeaturing 3 difficulty levels and complete in-game instructions, Barrels O\u2019 Fun is sure to keep you entertained on the bus, between classes, whenever and wherever you go.  Challenge your friends to see who can get the highest score.\n\nTo get a look at the gameplay, check out the ""How-To-Play"" video on our website at:   http://web.mac.com/bensanborn/iWeb/BesqWare/BarrelsOFun.html",BesqWare,4+,EN,1466515,Games,"Games, Casual, Strategy",1/08/2008,1/08/2008
